競馬場,競走年月日,レース番号,枠番,帽色,馬番,馬名,性,齢,毛色,生年月日,父馬名,母馬名,母父馬名,騎手名,騎手所属,負担重量,騎手成績,調教師,調教師所属,馬主氏名,生産牧場名,馬体重,馬体重増減,全成績,ダート左成績,ダート右成績,当競馬場成績,うち当距離成績,最高タイム,最高タイム良馬場,着順,タイム,着差,上がり3F,人気
門別,20260825,5,1,白,1,カインドオブユー,牡,5,黒鹿毛,20210330,バゴ,カインドオブブルー,クロフネ,松井伸,北海道,57,0-1-0-3,桧森邦,北海道,伊藤弘泰,アサヒ牧場,,,1-6-5-22,0-0-0-0,1-6-5-22,0-2-2-10,0-2-2-4,1:16.1,良1:16.1,,,,,1
門別,20260825,5,2,黒,2,クロームボーイ,牡,3,栗毛,20230212,カリフォルニアクローム,マーブルレディー,ダイワメジャー,岩橋勇,北海道,57,0-1-2-3,千葉津,北海道,冨沢敦子,三石川上牧場,,,0-1-2-3,0-0-0-0,0-1-2-3,0-1-2-3,0-0-0-0,,,,,,,1
門別,20260825,5,3,赤,3,ミスカノヤローザ,牝,3,鹿毛,20230423,ニューイヤーズデイ,ピンクシャンパン,ディープインパクト,望月洵,北海道,55,0-0-0-0,田中淳,北海道,（有）二風谷ファーム,富田牧場,,,0-0-1-1,0-0-0-0,0-0-1-1,0-0-1-1,0-0-1-1,1:16.3,良1:16.4,,,,,1
門別,20260825,5,4,青,4,アーススカイ,牡,14,鹿毛,20120404,リンカーン,サチノスイーティー,カリスタグローリ,石川倭,北海道,57,0-0-0-4,岡島玉,北海道,松山増男,競優牧場,,,11-10-18-108,4-0-2-7,7-10-16-97,7-9-16-94,0-0-3-21,1:14.7,良1:16.4,,,,,1
門別,20260825,5,5,黄,5,アースミラーレ,セン,7,栗毛,20190425,アッミラーレ,シュガークラフト,ペンタイア,若杉朝,北海道,57,0-0-0-4,岡島玉,北海道,松山増男,高橋啓,,,1-0-1-28,0-0-1-6,1-0-0-22,1-0-0-22,0-0-0-3,1:17.6,良1:17.6,,,,,1
門別,20260825,5,6,緑,6,ユーダイモニア,牡,3,黒鹿毛,20230328,ゴールドドリーム,ショコラーチ,キンシャサノキセキ,藤田駕,北海道,☆56,0-0-0-0,齊藤正,北海道,高瀬真尚,本間牧場,,,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,,,,,,,1
門別,20260825,5,6,緑,7,モーモーインディゴ,牡,3,黒鹿毛,20230314,サトノクラウン,シュンガイト,キンシャサノキセキ,吉本隆,北海道,57,0-0-0-4,佐藤英,北海道,小橋亮太,折手牧場,,,0-1-2-24,0-0-0-0,0-1-2-24,0-0-0-22,0-0-0-11,1:18.4,良1:18.6,,,,,1
門別,20260825,5,7,橙,8,コユキチャン,牝,4,栗毛,20220408,エポカドーロ,コハルチャン,スクリーンヒーロー,黒澤愛,北海道,55,1-0-2-9,森山雄,北海道,荒木貴宏,荒木貴宏,,,1-4-8-28,0-0-0-0,1-4-8-28,1-1-5-22,0-1-5-15,1:15.9,良1:17.1,,,,,1
門別,20260825,5,7,橙,9,ボブノップスターン,セン,3,栗毛,20230318,コパノリッキー,パイメイメイ,ファルブラヴ,宮内勇,北海道,57,0-0-1-0,川島洋,北海道,ウエスト．フォレスト．ステイブル（株）,藤川フアーム,,,0-0-1-0,0-0-0-0,0-0-1-0,0-0-1-0,0-0-1-0,1:16.3,良1:16.3,,,,,1
門別,20260825,5,8,桃,10,セイランクロフネ,牝,7,芦毛,20190317,クロフネ,ワンダフルバディ,ハーツクライ,小川悠,北海道,▲52,0-0-1-4,村上正,北海道,田中芳郎,青藍牧場,,,2-4-9-50,0-0-0-0,2-4-9-50,2-4-9-50,2-4-8-39,1:14.5,良1:15.7,,,,,1
門別,20260825,5,8,桃,11,フルボーグ,牡,4,黒鹿毛,20220318,キズナ,メリッサ,ホワイトマズル,阿部龍,北海道,57,0-4-1-3,角川秀,北海道,高樽秀夫,岡田スタツド,,,0-4-1-11,0-0-0-1,0-4-1-8,0-4-1-7,0-4-1-3,1:15.8,良1:16.4,,,,,1
門別,20260825,6,1,白,1,ニシノサーフ,牝,3,黒鹿毛,20230321,セイウンコウセイ,リップル,アグネスタキオン,小野楓,北海道,55,0-0-1-1,五十冬,北海道,西山茂行,西山牧場,,,1-0-1-2,0-0-0-0,1-0-1-2,1-0-1-2,1-0-1-2,1:02.4,良1:03.1,,,,,1
門別,20260825,6,2,黒,2,トモノタツミ,牝,3,黒鹿毛,20230428,パドトロワ,キリノセンターガイ,ベルシャザール,松井伸,北海道,55,1-2-3-2,黒川智,北海道,（株）大高建設,大高朝幸,,,2-4-3-10,0-0-0-0,2-4-3-10,2-4-3-10,1-1-3-6,1:02.0,良1:02.0,,,,,1
門別,20260825,6,3,赤,3,アミラジオネ,牝,4,鹿毛,20220311,リアルスティール,トラストフェアリー,ケイムホーム,宮内勇,北海道,55,0-1-1-2,川島洋,北海道,今村明浩,梅田牧場,,,0-3-3-13,0-2-1-6,0-1-2-4,0-1-1-2,0-1-1-2,1:01.8,良1:02.8,,,,,1
門別,20260825,6,4,青,4,ダイメイイースター,牝,8,黒鹿毛,20180505,ディスクリートキャット,ダイメイザバリヤル,ダンスインザダーク,桑村真,北海道,55,0-0-0-0,岡島玉,北海道,宮本孝一,横井哲,,,3-6-2-45,0-1-0-2,3-5-2-42,2-4-2-35,2-4-1-18,1:01.9,良1:02.3,,,,,1
門別,20260825,6,5,黄,5,フレッシュノウエ,牝,4,青鹿毛,20220404,ノヴェリスト,リブレドバンク,ネオユニヴァース,望月洵,北海道,55,0-0-0-0,山田和,北海道,高田遼,岡田スタツド,,,1-6-1-15,0-0-0-0,1-6-1-15,0-1-0-5,0-1-0-3,1:02.9,良1:02.9,,,,,1
門別,20260825,6,5,黄,6,ネクストトゥーユー,牝,3,鹿毛,20230208,オーヴァルエース,シイラヴズユウ,スマートファルコン,藤田駕,北海道,☆54,0-0-0-2,佐藤英,北海道,小橋亮太,小野瀬竜馬,,,1-0-3-17,0-0-0-0,1-0-3-17,1-0-3-13,1-0-3-13,1:03.4,良1:03.5,,,,,1
門別,20260825,6,6,緑,7,トーケンアーサー,牝,8,栗毛,20180311,サウスヴィグラス,バンダ,キングヘイロー,亀井洋,北海道,55,3-4-5-44,佐々国,北海道,トーケンサービス（株）,上水牧場,,,4-8-11-72,0-1-0-13,4-7-11-59,4-7-11-59,4-7-10-37,1:00.8,良1:01.9,,,,,1
門別,20260825,6,6,緑,8,クイーンズパーク,牝,3,黒鹿毛,20230306,シスキン,パリーナチャン,メイショウオウドウ,石川倭,北海道,55,0-0-0-1,小国博,北海道,永田博之,松栄牧場,,,0-0-1-2,0-0-0-0,0-0-1-1,0-0-1-1,0-0-0-1,1:02.6,,,,,,1
門別,20260825,6,7,橙,9,ノーマンズランド,牝,5,鹿毛,20210411,ディスクリートキャット,ボーダレス,アドマイヤムーン,金山昇,北海道,55,0-0-0-0,米川昇,北海道,原口章,ダーレー・ジャパン・,,,1-3-2-28,0-0-0-2,1-3-2-26,0-0-0-4,0-0-0-3,1:02.4,良1:03.2,,,,,1
門別,20260825,6,7,橙,10,シルバーコムコム,牝,4,芦毛,20220510,シルバーステート,グローリサンディ,エイシンサンディ,服部茂,北海道,55,1-0-0-8,齊藤正,北海道,岡内義幸,中本牧場,,,2-3-1-28,0-0-0-0,2-3-1-28,2-1-1-21,2-1-1-18,1:02.8,良1:02.8,,,,,1
門別,20260825,6,8,桃,11,シャンノヴァ,牝,4,鹿毛,20220413,タリスマニック,シンメトリック,アドマイヤムーン,小川悠,北海道,▲52,1-0-1-1,桧森邦,北海道,原口章,原口牧場,,,1-1-6-21,0-0-0-0,1-1-6-21,1-1-6-21,1-1-6-20,1:03.1,良1:03.1,,,,,1
門別,20260825,6,8,桃,12,イントルーダー,牡,3,鹿毛,20230610,モーニン,ダンスバンド,エイシンサンディ,岩橋勇,北海道,57,2-3-1-3,石本孝,北海道,加藤鈴幸,熊谷武,,,2-3-1-4,0-0-0-0,2-3-1-4,2-3-1-4,2-2-1-3,1:02.1,良1:02.1,,,,,1
門別,20260825,7,1,白,1,オーヴァザトラブル,牡,3,鹿毛,20230509,サートゥルナーリア,マンゴタンゴ,Siyouni,小野楓,北海道,57,1-4-1-6,小野望,北海道,矢野亨憲,矢野牧場,,,3-7-1-12,0-0-0-0,3-7-1-12,2-6-1-8,0-0-0-0,,,,,,,1
門別,20260825,7,2,黒,2,ピエールエンジェル,牝,3,鹿毛,20230322,サンダースノー,アンドローラ,ネオユニヴァース,岩橋勇,北海道,55,0-0-0-0,廣森久,北海道,工藤栄三,マリオステーブル,,,1-0-2-7,0-0-0-0,1-0-2-7,1-0-2-6,0-0-0-0,,,,,,,1
門別,20260825,7,3,赤,3,アルマロベイラ,牝,8,芦毛,20180328,ジョーカプチーノ,アマダブラム,ダイワメジャー,亀井洋,北海道,55,0-0-0-0,櫻井拓,北海道,組）コウトミックレーシング,小島牧場,,,2-10-7-52,0-0-0-1,2-10-7-49,2-10-7-47,0-0-0-4,1:39.7,良1:39.7,,,,,1
門別,20260825,7,4,青,4,アクシズ,牡,3,鹿毛,20230208,ダノンプレミアム,グラナダ,Galileo,石川倭,北海道,57,0-0-1-1,五十冬,北海道,中村智幸,ケイアイファーム,,,0-1-1-7,0-0-0-1,0-1-1-5,0-1-1-2,0-0-0-0,,,,,,,1
門別,20260825,7,5,黄,5,クールメゾン,牝,4,栗毛,20220409,スワーヴリチャード,アドマイヤシリウス,キングカメハメハ,望月洵,北海道,55,0-0-0-0,田中淳,北海道,久木田隆,隆栄牧場,,,1-0-0-11,0-0-0-0,1-0-0-9,1-0-0-9,0-0-0-2,1:39.8,良1:40.0,,,,,1
門別,20260825,7,6,緑,6,サマーブライド,牝,4,栗毛,20220328,コパノリッキー,サクラステラーノ,サクラプレジデント,落合玄,北海道,55,0-0-0-0,桧森邦,北海道,三岡有香,谷岡牧場,,,1-4-4-16,1-2-2-6,0-2-2-9,0-1-1-1,0-0-0-0,,,,,,,1
門別,20260825,7,7,橙,7,パリコトパナナ,牝,3,鹿毛,20230407,イスラボニータ,ミフリマ,ワークフォース,宮内勇,北海道,55,0-1-0-4,齊藤正,北海道,高瀬真尚,本間牧場,,,1-1-2-9,0-0-0-0,1-1-2-9,1-1-2-9,0-0-1-0,1:40.4,良1:40.4,,,,,1
門別,20260825,7,8,桃,8,ドントゥール,牝,3,黒鹿毛,20230315,エピファネイア,マーチャンテイマー,クロフネ,服部茂,北海道,55,0-0-0-0,田中淳,北海道,飯田正剛,千代田牧場,,,0-0-0-6,0-0-0-0,0-0-0-3,0-0-0-0,0-0-0-0,,,,,,,1
門別,20260825,7,8,桃,9,トーケンナナ,牝,4,鹿毛,20220206,ルヴァンスレーヴ,クイーンダワジャー,キングズベスト,吉本隆,北海道,55,0-0-0-5,佐々国,北海道,トーケンサービス（株）,株式会社ホース・マネ,,,1-1-0-28,0-0-0-0,1-1-0-28,1-1-0-28,0-0-0-2,1:39.5,良1:39.5,,,,,1
門別,20260825,8,1,白,1,ベルケム,牡,3,鹿毛,20230422,サトノジェネシス,カナザワノハナ,タヤスツヨシ,亀井洋,北海道,57,0-1-4-7,佐々国,北海道,岡田孝之,つつみ牧場,,,2-2-5-19,0-0-0-0,2-2-5-19,1-1-5-13,0-0-1-1,1:58.3,良2:00.7,,,,,1
門別,20260825,8,2,黒,2,ヴェインズマン,牡,3,栗毛,20230409,カリフォルニアクローム,チャチャリーノ,"Unbridled's Song",松井伸,北海道,57,0-0-0-1,桧森邦,北海道,（同）ＪＰＮ技研,服部牧場,,,0-0-0-6,0-0-0-0,0-0-0-6,0-0-0-1,0-0-0-0,,,,,,,1
門別,20260825,8,3,赤,3,コーディアリティ,牡,3,青鹿毛,20230412,レイデオロ,メリートーン,クロフネ,服部茂,北海道,57,0-0-0-0,田中淳,北海道,水上行雄,笠松牧場,,,0-0-0-4,0-0-0-3,0-0-0-0,0-0-0-0,0-0-0-0,,,,,,,1
門別,20260825,8,4,青,4,シラカワゴウ,牝,3,鹿毛,20230410,ハービンジャー,ファイヤードラゴン,ジャングルポケット,宮内勇,北海道,55,0-0-0-1,櫻井拓,北海道,萩澤俊雄,静内フアーム,,,0-0-0-8,0-0-0-1,0-0-0-5,0-0-0-4,0-0-0-2,2:03.5,良2:03.5,,,,,1
門別,20260825,8,5,黄,5,ラブレガル,セン,4,黒鹿毛,20220422,ゴールデンマンデラ,ラブミーリル,ハービンジャー,渡邊準,北海道,▲54,0-1-3-3,齊藤正,北海道,内山一郎,ヤナガワ牧場,,,3-3-7-22,0-0-0-0,3-3-7-22,3-1-7-18,0-1-3-3,1:59.8,良1:59.8,,,,,1
門別,20260825,8,6,緑,6,トップオブザキング,牡,3,鹿毛,20230422,ワールドプレミア,メジャーメアリー,ブライアンズタイム,石川倭,北海道,57,0-0-0-0,村上正,北海道,小林章,西村牧場,,,0-0-0-6,0-0-0-1,0-0-0-2,0-0-0-0,0-0-0-0,,,,,,,1
門別,20260825,8,7,橙,7,ホウオウプラージュ,牝,6,栗毛,20200131,ハービンジャー,ベルプラージュ,キングカメハメハ,岩橋勇,北海道,55,0-0-0-12,柳澤好,北海道,成富直行,（有）社台コーポレー,,,6-4-4-49,0-0-0-0,6-4-4-48,4-3-1-35,3-1-1-12,1:57.4,良1:59.4,,,,,1
門別,20260825,8,8,桃,8,キタサンスーザン,牝,3,鹿毛,20230306,キタサンブラック,ディステイン,"Champs Elysees",藤田駕,北海道,☆54,0-0-0-2,五十冬,北海道,（株）大野商事,ノーザンファーム,,,0-1-0-8,0-0-0-0,0-1-0-5,0-1-0-5,0-1-0-2,2:00.1,良2:01.1,,,,,1
門別,20260825,9,1,白,1,コンバットイズモ,牝,3,黒鹿毛,20230510,カレンブラックヒル,パチュリー,キンシャサノキセキ,桑村真,北海道,55,0-0-0-0,山田和,北海道,山根義信,ラツキー牧場,,,1-2-1-10,0-0-0-6,1-2-1-4,1-2-1-1,1-2-1-1,1:02.1,良1:03.1,,,,,1
門別,20260825,9,2,黒,2,ツワ,牝,8,栗毛,20180408,オウケンブルースリ,フリートジュエル,トレジャーアイランド,落合玄,北海道,55,2-4-2-12,佐久雅,北海道,山口久仁子,社台牧場,,,4-9-5-50,0-0-0-0,4-9-5-50,4-9-5-45,4-8-4-33,1:01.0,良1:02.3,,,,,1
門別,20260825,9,3,赤,3,レレリオーナ,牝,3,黒鹿毛,20230509,ディーマジェスティ,ラハイナヌーン,カフェラピード,亀井洋,北海道,55,0-0-0-0,秋田大,北海道,三岡有香,岡田スタツド,,,0-0-0-2,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,,,,,,,1
門別,20260825,9,4,青,4,ジャックルージュ,牡,4,栗毛,20220403,トゥザワールド,チェリールージュ,アドマイヤジャパン,若杉朝,北海道,57,0-0-0-6,黒川智,北海道,服部謙一,織田正敏,,,0-0-1-22,0-0-1-16,0-0-0-6,0-0-0-6,0-0-0-5,1:02.5,良1:02.5,,,,,1
門別,20260825,9,5,黄,5,モーニングアジサイ,牝,3,青鹿毛,20230429,バンブーエール,ウエスタンアモーレ,ブライアンズタイム,小野楓,北海道,55,0-0-0-0,川島洋,北海道,今朝光,ウエスタンファーム,,,2-1-2-18,0-0-0-0,2-1-2-18,1-1-0-17,1-1-0-3,1:03.0,良1:03.0,,,,,1
門別,20260825,9,5,黄,6,エイシンキャノピー,牝,4,鹿毛,20220216,ミッキーロケット,エイシンコアー,エイシンデピュティ,坂下秀,北海道,55,0-0-0-12,秋田大,北海道,北原大史,ホーシィコーヒーハウ,,,2-0-5-45,1-0-1-13,1-0-4-32,1-0-2-32,1-0-1-24,1:02.1,良1:03.7,,,,,1
門別,20260825,9,6,緑,7,メイショウカラクサ,牡,3,鹿毛,20230506,オーヴァルエース,レディーゴー,キンシャサノキセキ,渡邊準,北海道,▲54,1-1-1-3,田中淳,北海道,松本好隆,赤田牧場,,,2-1-1-5,0-0-0-0,2-1-1-5,2-1-1-5,2-1-1-4,1:02.0,良1:02.0,,,,,1
門別,20260825,9,6,緑,8,ペンタフェリーチェ,牝,3,鹿毛,20230412,パドトロワ,サクラフェリーチェ,サクラプレジデント,宮内勇,北海道,55,1-0-1-6,廣森久,北海道,大越徹朗,山田牧場,,,1-0-1-8,0-0-0-0,1-0-1-8,1-0-1-8,1-0-1-5,1:02.8,良1:02.8,,,,,1
門別,20260825,9,7,橙,9,プチビーンズ,牝,4,鹿毛,20220410,オーヴァルエース,レモンイエロー,サクラバクシンオー,黒澤愛,北海道,55,1-0-1-6,森山雄,北海道,高橋真紀,カケハムポニークラブ,,,2-5-3-18,0-1-0-4,2-4-3-14,2-3-3-9,2-3-3-9,1:02.4,良1:02.4,,,,,1
門別,20260825,9,7,橙,10,ドヴォルザーク,牡,6,鹿毛,20200515,アジアエクスプレス,パリーナチャン,メイショウオウドウ,松井伸,北海道,57,0-0-0-6,森山雄,北海道,ＫＡＪＩＭＯＴＯＨＤ（株）,松栄牧場,,,3-4-4-18,0-0-0-2,3-4-4-16,0-0-0-7,0-0-0-2,1:04.1,,,,,,1
門別,20260825,9,8,桃,11,ハッピーピンク,牝,4,鹿毛,20220529,アメリカンペイトリオット,マキノジョリエ,カリズマティック,金山昇,北海道,55,0-0-0-0,桧森邦,北海道,原口章,原口牧場,,,2-3-1-24,0-0-0-0,2-3-1-24,2-3-1-24,2-3-1-17,1:02.7,良1:02.7,,,,,1
門別,20260825,9,8,桃,12,ルナティス,牝,4,鹿毛,20220501,アメリカンペイトリオット,サンライトムーン,キングカメハメハ,小川悠,北海道,▲52,0-0-0-0,米川昇,北海道,原口章,原口牧場,,,0-3-4-8,0-0-0-0,0-3-4-8,0-0-1-1,0-0-0-1,1:04.3,良1:04.3,,,,,1
門別,20260825,10,1,白,1,ウィルアルター,牡,4,鹿毛,20220529,ルヴァンスレーヴ,ギンザフェアレディ,マンハッタンカフェ,落合玄,北海道,57,1-1-0-0,小国博,北海道,前田良平,ナカノファーム,,,2-2-5-5,0-0-0-0,2-2-5-5,2-2-5-5,1-0-2-0,1:52.5,良1:52.5,,,,,1
門別,20260825,10,2,黒,2,ニシノカルラ,牡,3,黒鹿毛,20230210,ヴァンゴッホ,ニシノカグラ,エピファネイア,桑村真,北海道,57,0-0-0-1,沼澤英,北海道,野村祐,メイタイファーム,,,0-0-0-9,0-0-0-0,0-0-0-2,0-0-0-1,0-0-0-0,,,,,,,1
門別,20260825,10,3,赤,3,アースジェイソンテ,牡,6,青鹿毛,20200422,シャンハイボビー,スモーキーヴォイス,ディープインパクト,服部茂,北海道,57,0-0-0-0,岡島玉,北海道,松山増男,三好牧場,,,4-6-5-48,0-0-0-3,4-6-5-44,1-6-2-38,0-3-0-4,1:52.8,良1:52.8,,,,,1
門別,20260825,10,4,青,4,ミサトベレーザ,牝,5,栗毛,20210313,タニノギムレット,ミサトペニー,オペラハウス,松井伸,北海道,55,0-0-0-4,黒川智,北海道,戸部政彦,木村秀則,,,0-1-0-13,0-0-0-0,0-0-0-10,0-0-0-10,0-0-0-2,1:54.5,,,,,,1
門別,20260825,10,5,黄,5,レヴァンターセ,牡,3,青鹿毛,20230323,コントレイル,フェアウェルキッス,ヴィクトワールピサ,小野楓,北海道,57,0-0-0-3,小野望,北海道,（株）リーヴァ,グローリーファーム,,,0-0-0-7,0-0-0-1,0-0-0-6,0-0-0-3,0-0-0-1,1:52.4,,,,,,1
門別,20260825,10,6,緑,6,イチリュウオー,牡,5,青鹿毛,20210416,バゴ,マールデルプラタ,ステイゴールド,藤田駕,北海道,☆56,0-0-0-2,齊藤正,北海道,（有）しょうじ,グローリーファーム,,,0-0-0-17,0-0-0-0,0-0-0-9,0-0-0-9,0-0-0-2,1:53.2,,,,,,1
門別,20260825,10,6,緑,7,マッキュラシオン,牡,3,鹿毛,20230215,イスラボニータ,ジュヴィ,ハーツクライ,宮内勇,北海道,57,0-0-0-0,松本隆,北海道,（株）ＧＥＴＮＥＸＴ,静内フアーム,,,0-1-1-12,0-0-0-0,0-1-1-8,0-1-1-7,0-0-0-1,1:58.0,,,,,,1
門別,20260825,10,7,橙,8,ペプチドエレノア,セン,3,黒鹿毛,20230509,サートゥルナーリア,ヤマカツマリリン,グラスワンダー,岩橋勇,北海道,57,0-0-0-0,田中淳,北海道,岡田隆寛,岡田牧場,,,0-0-0-5,0-0-0-0,0-0-0-1,0-0-0-0,0-0-0-0,,,,,,,1
門別,20260825,10,7,橙,9,リアル,牝,3,鹿毛,20230320,リアルスティール,シナル,キングカメハメハ,石川倭,北海道,55,0-0-0-0,五十冬,北海道,加藤天明,株式会社加藤ステーブ,,,0-1-1-2,0-0-0-0,0-1-0-1,0-1-0-0,0-0-0-0,,,,,,,1
門別,20260825,10,8,桃,10,ミノベル,牡,3,鹿毛,20230311,サトノクラウン,ホローポ,ゼンノロブロイ,金山昇,北海道,57,0-0-0-0,柳澤好,北海道,増田吉彦,長谷川牧場,,,2-3-2-13,0-2-1-2,2-1-1-11,2-1-1-11,2-0-0-6,1:53.5,良1:53.5,,,,,1
門別,20260825,10,8,桃,11,ニットウアイアン,牡,6,黒鹿毛,20200404,ジャングルポケット,ベルベットメドウ,アッミラーレ,黒澤愛,北海道,57,1-0-0-13,千葉津,北海道,藤井謙,沖田忠幸,,,3-2-3-29,0-0-0-2,3-2-3-26,3-2-3-25,3-0-1-15,1:52.4,良1:52.4,,,,,1
門別,20260825,11,1,白,1,エターナルルビー,牝,8,鹿毛,20180224,マツリダゴッホ,エターナルムーン,マイネルラヴ,若杉朝,北海道,55,0-0-0-0,佐藤英,北海道,山根義信,ビッグレッドファーム,,,9-9-10-61,4-5-5-29,5-4-5-27,0-0-0-11,0-0-0-0,,,,,,,1
門別,20260825,11,2,黒,2,トレヴェナ,牝,4,栗毛,20220419,ディーマジェスティ,ティンタジェル,キングカメハメハ,阿部龍,北海道,55,1-4-3-2,角川秀,北海道,安中公成,荻伏三好フアーム,,,3-6-11-7,0-0-0-1,3-6-11-6,3-6-10-5,0-1-0-0,1:00.6,良1:00.6,,,,,1
門別,20260825,11,3,赤,3,バリジグリー,牡,3,黒鹿毛,20230517,モーニン,クインズストリーク,ゴールドアリュール,小川悠,北海道,▲52,0-0-0-2,小国博,北海道,西森鶴,ヤスナカファーム,,,2-1-4-13,0-0-0-0,2-1-4-13,0-0-0-5,0-0-0-0,,,,,,,1
門別,20260825,11,4,青,4,ミッドナイトゲイル,牝,4,鹿毛,20220421,ドレフォン,ミッドナイトラヴ,ロードカナロア,桑村真,北海道,56,2-0-1-0,櫻井拓,北海道,江口知宙,追分ファーム,,,5-4-4-12,0-0-0-1,5-3-3-10,4-3-3-7,4-3-2-5,1:00.6,良1:01.2,,,,,1
門別,20260825,11,5,黄,5,ジャスパーイーグル,セン,9,栗毛,20170207,オルフェーヴル,クロスウォーター2,"Storm Cat",石川倭,北海道,57,1-2-0-1,佐久雅,北海道,加藤和夫,須崎牧場,,,4-3-2-29,1-1-1-7,3-2-1-20,1-2-0-7,1-2-0-3,1:00.9,良1:00.9,,,,,1
門別,20260825,11,6,緑,6,ラストボーン,セン,5,栗毛,20210301,ワールドエース,ハナイチリン,ボストンハーバー,渡邊準,北海道,▲53,0-0-0-0,松本隆,北海道,阿部榮乃進,阿部栄乃進,,,2-4-4-25,1-0-0-0,1-4-4-24,1-4-3-15,0-0-0-1,1:01.6,良1:01.6,,,,,1
門別,20260825,11,7,橙,7,ギャルソンマンキ,牝,4,栗毛,20220318,ヘニーヒューズ,スマートレイチェル,キングカメハメハ,岩橋勇,北海道,54,6-1-0-5,田中淳,北海道,（有）桑田牧場,桑田牧場,,,7-1-0-7,0-0-0-0,7-1-0-7,7-1-0-7,6-1-0-4,1:00.5,良1:00.9,,,,,1
門別,20260825,11,8,桃,8,アマルフィー,牡,5,鹿毛,20210525,ビーチパトロール,テイクザスカイ,ゴールドアリュール,小野楓,北海道,56,0-0-0-1,齊藤正,北海道,加藤徹,大狩部牧場,,,10-8-3-20,0-0-0-1,10-8-3-19,0-0-0-1,0-0-0-1,1:01.8,良1:01.8,,,,,1
門別,20260825,12,1,白,1,ディオスメッセージ,牡,6,鹿毛,20200215,トビーズコーナー,ウィンメッセージ,ウイニングチケット,石川倭,北海道,57,5-1-4-4,村上正,北海道,山口明彦,山口明彦,,,7-11-6-29,0-0-0-0,7-11-6-29,7-10-6-25,6-9-5-19,1:13.4,良1:13.4,,,,,1
門別,20260825,12,2,黒,2,クラサーベル,牡,7,黒鹿毛,20190420,アンライバルド,クラキングレディ,リンドシェーバー,宮内勇,北海道,57,0-0-1-6,佐久雅,北海道,倉見利弘,倉見牧場,,,5-3-7-62,2-2-2-41,3-1-5-21,3-1-5-14,1-0-2-11,1:12.8,良1:14.5,,,,,1
門別,20260825,12,3,赤,3,カミハマッテイル,牡,3,栗毛,20230423,アジアエクスプレス,カクシアジ,スウェプトオーヴァーボード,岩橋勇,北海道,55,3-1-0-4,田中淳,北海道,（有）下河辺牧場,下河辺牧場,,,3-1-1-4,0-0-0-0,3-1-1-4,3-1-1-4,3-1-0-4,1:13.1,良1:13.1,,,,,1
門別,20260825,12,4,青,4,アライグマパンチ,牡,5,黒鹿毛,20210411,ルックスザットキル,モエレアイドル,ゴールドヘイロー,金山昇,北海道,56,0-0-0-1,沼澤英,北海道,藤井孝治,大道牧場,,,6-4-6-17,3-2-4-5,3-2-2-12,2-2-2-9,0-0-1-1,1:14.6,,,,,,1
門別,20260825,12,5,黄,5,イイデマイヒメ,牝,4,栗毛,20220525,カリフォルニアクローム,サンキャッチャー,シンボリクリスエス,望月洵,北海道,54,0-0-0-0,村上正,北海道,須貝廣次,日高大洋牧場,,,3-2-0-15,0-0-0-0,3-2-0-14,3-2-0-13,2-1-0-8,1:13.2,良1:14.0,,,,,1
門別,20260825,12,6,緑,6,リプレゼント,牡,6,鹿毛,20200205,ロードカナロア,ファイネストシティ,"City Zip",阿部龍,北海道,56,2-1-0-0,五十冬,北海道,藤田晋,ノーザンファーム,,,5-3-2-10,0-1-2-8,5-2-0-1,2-1-0-0,2-1-0-0,1:13.2,良1:13.2,,,,,1
門別,20260825,12,6,緑,7,スワッガー,牡,4,栗毛,20220127,デクラレーションオブウォー,ジーガールージュ,カネヒキリ,服部茂,北海道,56,0-0-0-4,松本隆,北海道,（株）ＧＥＴＮＥＸＴ,須崎牧場,,,3-3-2-18,1-0-0-5,2-3-2-13,2-3-2-11,2-2-1-8,1:13.2,良1:14.2,,,,,1
門別,20260825,12,7,橙,8,レディパイロ,牝,5,黒鹿毛,20210219,パイロ,ターコイズ,ハードスパン,黒澤愛,北海道,54,2-6-3-7,森山雄,北海道,正木省司,トド岩高原銀河農場物,,,5-10-4-25,0-0-0-0,5-10-4-25,5-10-4-25,5-10-2-15,1:13.7,良1:13.7,,,,,1
門別,20260825,12,7,橙,9,サンヨウテイオウ,牡,4,鹿毛,20220506,ルヴァンスレーヴ,ブラックシンデレラ,ハーツクライ,桑村真,北海道,57,0-0-0-0,山田和,北海道,上野孝展,鮫川啓一,,,6-2-3-10,0-0-0-0,6-2-3-10,0-0-2-4,0-0-1-1,1:16.7,良1:16.9,,,,,1
門別,20260825,12,8,桃,10,リアルガー,牡,6,鹿毛,20200504,リアルスティール,メイショウホノボノ,メイショウサムソン,松井伸,北海道,56,0-0-0-0,黒川智,北海道,（有）日進牧場,高村牧場,,,3-0-4-12,0-0-0-0,3-0-4-12,1-0-3-9,0-0-2-3,1:14.1,良1:14.3,,,,,1
